,NEAR BAD,NEAR GOOD,TOTAL HITS,GOOD,BAD,SO,LOG SO
rural,145000,94200,4968900,62617300,38901700,0.403605563010377,-1.30898203522958
russet,185,2100,56500,62617300,38901700,7.05215435454523,2.8180640520971
rusted,2300,4800,159200,62617300,38901700,1.29654514841328,0.374672444724073
rustic,1600,12700,655400,62617300,38901700,4.931260909525,2.3019565868321
rusty,8400,22400,863300,62617300,38901700,1.65669657852809,0.728309399338774
sad,112800,133100,3352800,62617300,38901700,0.73306620545907,-0.447984596426972
safe,114400,473200,15246800,62617300,38901700,2.56976230646686,1.36163492162133
saleable,315,1800,61800,62617300,38901700,3.5500640968459,1.82784507288969
salt-based,10,30,2100,62617300,38901700,1.8637836508441,0.898234400781086
same,644500,1507600,60683400,62617300,38901700,1.45324035790668,0.539273336475273
sand-covered,20,50,4300,62617300,38901700,1.55315304237008,0.635199994947293
sand-like,70,120,7980,62617300,38901700,1.06501922905377,0.0908794787234821
sandy,17000,72800,2910100,62617300,38901700,2.66045979963628,1.41167560412092
sappy,1500,4300,62400,62617300,38901700,1.78094882191769,0.832646059153509
satanic,10700,4400,393400,62617300,38901700,0.255471902296387,-1.96876346770392
satisfactory,26300,90900,1616500,62617300,38901700,2.14724884488883,1.10248939496173
satisfying,8500,51000,1626200,62617300,38901700,3.72756730168819,1.89823440078109
savage,22500,21700,1345700,62617300,38901700,0.599171929234324,-0.738958058712628
scary,28060,56600,1529300,62617300,38901700,1.25314985314535,0.325558944159276
scenic,3300,35300,1980100,62617300,38901700,6.64561241159561,2.73240215397266
scientific,50200,162300,8392000,62617300,38901700,2.00857959184593,1.00617563065713
sci-fi,8800,21700,2003900,62617300,38901700,1.5319736827014,0.615391513867112
scrumptious,310,5900,114900,62617300,38901700,11.8240038064303,3.56364673392226
seamless,1700,15600,1123700,62617300,38901700,5.70098528493488,2.51121127767184
seasonal,8400,31400,2903000,62617300,38901700,2.32233359668669,1.2155752261728
second,628900,1050300,44971500,62617300,38901700,1.03754278289159,0.0531708269587874
secret,66150,186600,8039500,62617300,38901700,1.75249195891916,0.809407824633012
secretive,1800,2700,180000,62617300,38901700,0.931891825422048,-0.101765599218914
secure,65100,252100,17924200,62617300,38901700,2.40583644842702,1.26653856975283
sedate,590,2000,75600,62617300,38901700,2.10597022694248,1.07448504047281
seedy,1600,2300,97000,62617300,38901700,0.893062999362796,-0.163166143883057
see-through,3600,8400,427300,62617300,38901700,1.44960950621207,0.535664321396378
selectable,3020,5700,533200,62617300,38901700,1.17257911808072,0.229685269786955
self-described,850,1300,70400,62617300,38901700,0.950164214155814,-0.0737512230493172
self-indulgent,1500,2100,63700,62617300,38901700,0.869765703727245,-0.201301272769828
semi-regular,125,450,24900,62617300,38901700,2.23654038101291,1.16126880661488
sensational,3100,9600,450900,62617300,38901700,1.92390570409713,0.944038090394211
senseless,4025,10000,247200,62617300,38901700,1.54350612906343,0.626211211720038
sensitive,93100,132600,6331000,62617300,38901700,0.884846803086026,-0.176500397386276
sentimental,4500,11200,499100,62617300,38901700,1.54625013995955,0.628773725787859
separate,3500,13300,12454700,62617300,38901700,2.36079262440252,1.23927131861615
sequential,4300,15500,881800,62617300,38901700,2.23942996806849,1.16313155063207
serial,26750,76900,6135700,62617300,38901700,1.78598084423565,0.836716606733247
serious,187600,295500,11732400,62617300,38901700,0.978585765501831,-0.0312297973905518
seventh,10500,33000,2532900,62617300,38901700,1.95253525326524,0.965348596639623
several,293200,1140200,37252000,62617300,38901700,2.41596875704006,1.27260179805918
severe,73800,74400,5330300,62617300,38901700,0.626312121150861,-0.675046294892435
sexual,116500,172800,10052300,62617300,38901700,0.921493032520343,-0.117954837318244
sexy,289400,421500,11129900,62617300,38901700,0.904843133875589,-0.14426039064235
shallow,16000,45500,1519200,62617300,38901700,1.76671158569597,0.821066540258626
shameful,5890,3900,236400,62617300,38901700,0.411361416994452,-1.28152161002092
shameless,3240,5950,241000,62617300,38901700,1.14089637062987,0.190167755370611
sharp,39500,180400,5636000,62617300,38901700,2.83735502626392,1.50454668025085
sheer,13800,42800,1995700,62617300,38901700,1.92681015111419,0.946214429682908
shiny,7700,44700,902000,62617300,38901700,3.60654238929572,1.85061638054835
shoddy,7200,3400,101500,62617300,38901700,0.293373352447682,-1.76919026013204
short,308600,804000,30531700,62617300,38901700,1.61858074668249,0.694729339555486
shrill,1600,2050,119300,62617300,38901700,0.795990934214666,-0.329176095321986
shy,22800,54800,1514500,62617300,38901700,1.49320678459439,0.578413968855715
sick,155200,130900,4327900,62617300,38901700,0.523989003211968,-0.932391560181957
significant,188000,337200,13739800,62617300,38901700,1.114304693377,0.156143774437013
silent,30300,65800,3730600,62617300,38901700,1.34914152063302,0.432041690322221
silky,3900,17200,601900,62617300,38901700,2.73992126448876,1.45413443589978
silly,39500,63800,2101400,62617300,38901700,1.00345482636163,0.00497567076033425
silver,48150,224400,10475100,62617300,38901700,2.89534822602572,1.53373687282526
similar,157700,453600,24299800,62617300,38901700,1.78696314526079,0.837509880211649
simple,230000,721700,26357700,62617300,38901700,1.94940965335389,0.963037293653905
single,278000,674300,33017000,62617300,38901700,1.50689366398582,0.591577614777139
sixth,14400,51200,3220000,62617300,38901700,2.20892877137078,1.14334689861762
sizable,2200,5200,289800,62617300,38901700,1.46843560369535,0.554279999563725
sizzling,2600,4200,387300,62617300,38901700,1.00357581199297,0.00514960469759827
skeleton,4040,9400,612000,62617300,38901700,1.44550877210681,0.531577363873135
skeptical,8300,17100,723300,62617300,38901700,1.27994780841101,0.356084983598903
sketchy,1800,3700,141800,62617300,38901700,1.27703694594873,0.352800264246567
skilled,14000,70200,2420800,62617300,38901700,3.11518124498227,1.63931610341952
sky-high,1100,1600,107700,62617300,38901700,0.903652679197137,-0.146159718577367
slack,7250,14100,701100,62617300,38901700,1.208245952961,0.272914162443789
slack-jawed,220,490,26000,62617300,38901700,1.38371816502062,0.468550125537841
slavish,360,780,27800,62617300,38901700,1.34606597005407,0.428749117479866
sleek,2000,21800,628400,62617300,38901700,6.77174726473355,2.75952812994949
sleepless,2600,3900,628400,62617300,38901700,0.931891825422048,-0.101765599218914
slender,3550,22200,571500,62617300,38901700,3.8850701454215,1.95794064690535
slick,13200,40500,975600,62617300,38901700,1.90614237018146,0.930655878473464
slight,30400,122800,3019300,62617300,38901700,2.50956833688218,1.32743923198652
slightly-skewed,50,240,5400,62617300,38901700,2.98205384135055,1.57630630589372
slim,15300,59200,2516800,62617300,38901700,2.40383425119761,1.26533742299623
slippery,10800,17800,635800,62617300,38901700,1.02393052422916,0.0341178288628591
sloppy,19300,16800,557300,62617300,38901700,0.540786966048028,-0.88686771442939
slot-type,15,70,11600,62617300,38901700,2.89921901242415,1.53566432139638
slow,132300,343800,8583200,62617300,38901700,1.61443391070849,0.691028383259314
slow-cook,10,80,6000,62617300,38901700,4.97008973558426,2.31327190005993
slowly-dissolving,10,20,1800,62617300,38901700,1.24252243389606,0.31327190005993
slow-paced,285,80,20100,62617300,38901700,0.174389113529272,-2.51961811410481
sluggish,6425,7200,361400,62617300,38901700,0.696199340393125,-0.522427647691636
sly,4000,9600,383500,62617300,38901700,1.49102692067528,0.576306305893724
small,433200,1433100,51254700,62617300,38901700,2.05523880426645,1.03930603464402
smallish,515,3400,76500,62617300,38901700,4.1015303643171,2.03616230901441
small-town,6900,24100,915800,62617300,38901700,2.16991236644168,1.11763677951172
smart,52300,229400,8156900,62617300,38901700,2.72499661888869,1.44625443982881
smoke-colored,2,90,4900,62617300,38901700,27.9567547626614,4.8051249963896
smooth,35700,324000,5987100,62617300,38901700,5.63833709499054,2.49526973380282
smoother,2050,13300,505500,62617300,38901700,4.03062155385796,2.01100233094304
snazzy,400,2300,69400,62617300,38901700,3.57225199745118,1.83683385611694
soapy,1025,3700,143800,62617300,38901700,2.24260146605631,1.1651732610708
so-called,40400,53900,3008000,62617300,38901700,0.828860881027201,-0.270798119939359
social,313500,636600,23608900,62617300,38901700,1.26154670082653,0.33519361400645
soft,61400,328900,8917800,62617300,38901700,3.32789599762553,1.73461034752515
softy,320,600,27500,62617300,38901700,1.16486478177756,0.220162495668449
solar,23800,53500,2932800,62617300,38901700,1.39653256750923,0.481849218040496
sole,19650,78200,4995900,62617300,38901700,2.47239832902474,1.30591119510868
solid,53000,424300,9220800,62617300,38901700,4.97360630851038,2.31429231390011
sombre,570,1300,148300,62617300,38901700,1.41691154742534,0.502749698923643
sophisticated,48800,62800,3236600,62617300,38901700,0.79949189394132,-0.322844688611329
soporific,130,390,13300,62617300,38901700,1.8637836508441,0.898234400781086
sore,26000,34800,1227200,62617300,38901700,0.83153424422275,-0.266152417119796
sorry,301000,318700,11145500,62617300,38901700,0.657793853293481,-0.604292567809281
so-so,14050,38500,395700,62617300,38901700,1.70238838807824,0.767560215421268
soulful,1500,7400,216300,62617300,38901700,3.06488867027696,1.61583467008036
souped-up,300,860,38800,62617300,38901700,1.78094882191769,0.832646059153509
sour,25600,24700,864800,62617300,38901700,51.1505068620546,5.67667663092345
southern,50900,156200,10794600,62617300,38901700,1.90650298796233,0.930928792126214
spacious,1400,71200,1806400,62617300,38901700,31.5955704619285,4.98165040896872
spare,24600,75400,3549800,62617300,38901700,1.90419088446673,0.929178107989355
sparse,4550,13100,522600,62617300,38901700,1.78868614110312,0.838900261398684
special,229700,881800,58923200,62617300,38901700,2.38497231652057,1.25397252029775
specific,139900,459400,32881600,62617300,38901700,2.04008150869139,1.0286267942731
spectacular,11070,73900,2837800,62617300,38901700,4.14735356210113,2.05219104231189
speedy,5060,23960,688800,62617300,38901700,2.9417823632559,1.55669051815441
spirited,7400,20200,585100,62617300,38901700,1.69587521383111,0.762030017182775
spoiled,10500,22000,441400,62617300,38901700,1.3016901688435,0.380386095918467
sporting,8700,62300,3066200,62617300,38901700,4.44880158803016,2.1534167572352
sporty,2000,13800,590600,62617300,38901700,4.28670239694142,2.09986826195074
spray-on,490,2000,79500,62617300,38901700,2.53576006917564,1.34241824571945
springy,240,1800,36200,62617300,38901700,4.65945912711024,2.22016249566845
spunky,900,2700,95400,62617300,38901700,1.8637836508441,0.898234400781086
squeaky,1600,4200,143600,62617300,38901700,1.63081069448858,0.70558932283869
squeamish,720,1700,53000,62617300,38901700,1.46686676223841,0.55273783475532
stable,45500,179200,5093700,62617300,38901700,2.44681340828763,1.29090408703148
stagnant,4450,6500,239400,62617300,38901700,0.907460204530833,-0.140093717878013
stainless,6600,80600,3131300,62617300,38901700,7.5869172857593,2.92351380922944
stale,6200,8400,623900,62617300,38901700,0.841708745542495,-0.248606987548185
stand-alone,3040,14600,1218500,62617300,38901700,2.98368873928989,1.57709704038372
standard,504100,703700,34143100,62617300,38901700,0.867251573827276,-0.205477541271644
stand-offish,80,200,4902,62617300,38901700,1.55315304237008,0.635199994947293
stand-out,6190,26500,778000,62617300,38901700,2.6596804925885,1.41125294518359
static,36400,70500,5232200,62617300,38901700,1.20326691744056,0.26695670714739
steady,20400,95200,2792900,62617300,38901700,2.89921901242415,1.53566432139638
steel-based,3,70,3000,62617300,38901700,14.4960950621207,3.85759241628374
steep,13800,33300,1118600,62617300,38901700,1.49913032785286,0.584125810353023
stellar,5300,17500,681900,62617300,38901700,2.05133420690388,1.03656255732906
sticky,13050,28170,1280400,62617300,38901700,1.34106731658437,0.423381656977614
stiff,15800,47300,142000,62617300,38901700,1.85985161782544,0.895187525222222
stock-type,40,200,10900,62617300,38901700,3.10630608474016,1.63519999494729
stormy,5000,10500,411700,62617300,38901700,1.30464855559087,0.383661227951328
story-driven,70,290,9500,62617300,38901700,2.57379647021328,1.3638979731299
straightforward,8100,34800,1398100,62617300,38901700,2.66912226540636,1.41636539302403
strange,79400,125500,5602200,62617300,38901700,0.981968296309547,-0.0262516482448934
strategic,21300,105000,6317600,62617300,38901700,3.06255529481424,1.61473589238758
streamlined,940,7700,484000,62617300,38901700,5.08905464946792,2.34739768396456
strenous,25,200,4500,62617300,38901700,4.97008973558426,2.31327190005993
striking,13300,39800,1962600,62617300,38901700,1.85911251387456,0.894614085102389
strong,260900,937200,18996700,62617300,38901700,2.23168268502758,1.15813191010561
structural,27000,65700,3672000,62617300,38901700,1.51173562790688,0.596205863331429
stubborn,9600,15600,479500,62617300,38901700,1.00954947754055,0.013711618201022
stuffy,4900,4240,140900,62617300,38901700,0.537581134665236,-0.895445584379441
stunning,10500,64000,2814400,62617300,38901700,3.78673503663562,1.92095447728117
stupid,144000,114700,3275500,62617300,38901700,0.494851816555134,-1.01493152025392
sturdy,3550,43300,913000,62617300,38901700,7.57763681516895,2.92174799528197
stylish,3900,51100,978500,62617300,38901700,8.14011491949857,3.0250491621353
stylistic,1110,4700,218900,62617300,38901700,2.63056551320338,1.39537298027482
subsequent,72500,64900,5171500,62617300,38901700,0.556135903171411,-0.846490616843228
substantial,40500,98300,4811200,62617300,38901700,1.50790068212325,0.592541408628524
subtle,17400,50800,1935800,,,,
successful,85200,394700,14974000,62617300,38901700,2.87807279729329,1.5251030837272
such,1216000,2868300,76852400,62617300,38901700,1.46543054981253,0.551324596949148
sudden,35800,49400,2579100,62617300,38901700,0.857271064727173,-0.222176645619649
sufficient,43300,166400,6307600,62617300,38901700,2.38747959584648,1.2554884034743
suitable,25700,165000,6893100,62617300,38901700,3.98864205433561,1.99589765999923
sultry,2900,4700,225100,62617300,38901700,1.0068716274675,0.00987975660999527
sumptuous,575,4400,241200,62617300,38901700,4.75399887751538,2.24914156264021
sunny,13600,93100,2547700,62617300,38901700,4.25289847778395,2.08844641636838
super,99000,328500,14729300,62617300,38901700,2.06145767441847,1.04366484030265
superficial,8980,16600,612200,62617300,38901700,1.14843387542732,0.19966779155307
superior,237000,9374700,6002100,62617300,38901700,24.5744199600115,4.61908545933965
super-luxury,5,100,4200,62617300,38901700,12.4252243389606,3.63519999494729
supernatural,5000,12600,553800,62617300,38901700,1.56557826670904,0.646695633785122
supplementary,3400,11600,1005400,62617300,38901700,2.11959709311681,1.08379005393716
supportive,11900,94900,1701100,62617300,38901700,4.95442768809817,2.3087184137731
sure,613000,2290600,34087800,62617300,38901700,2.32146972845214,1.21503846854329
surprising,25000,50200,2002400,62617300,38901700,1.24749252363165,0.319031169348615
surreal,2870,11300,398400,62617300,38901700,2.44608074965601,1.29047203068679
suspenseful,990,4100,68800,62617300,38901700,2.57289998938074,1.36339537948577
swedish,15100,48300,2344500,62617300,38901700,1.9872130316947,0.990746539570624
sweet,139400,381500,8497500,62617300,38901700,1.700223488276,0.7657243959134
swell,6200,21800,520800,62617300,38901700,2.18443460152695,1.12725991444998
swiss,10300,38000,2505400,62617300,38901700,2.29203167417721,1.19662698120766
switch-controlled,12,40,3053,62617300,38901700,2.07087072316011,1.05023749422614
swivel,1000,11200,528200,62617300,38901700,6.95812562981796,2.79869872723017
symmetric,4400,21000,511700,62617300,38901700,2.96511035361561,1.56808579908876
sympathetic,12000,23800,715700,62617300,38901700,1.23216808028026,0.301199067759355
symphonic,540,4500,211400,62617300,38901700,5.17717680790027,2.3721655891135
synchronized,1800,5800,556700,62617300,38901700,2.00184169905477,1.00132789374519
synonymous,4200,12900,508500,62617300,38901700,1.90815945205467,0.932181732704424
synthetic,7900,46500,1614900,62617300,38901700,3.65679070735234,1.87057805787822
tabloid,3900,4100,231300,62617300,38901700,0.653120766535111,-0.614578314184235
tacked-on,720,1400,57000,62617300,38901700,1.2080079218434,0.272629915562584
tacky,3400,6600,141100,62617300,38901700,1.20597765642853,0.270203178168044
tactile,1100,8500,236800,62617300,38901700,4.80065485823479,2.26323121756033
talented,14060,112500,2311000,62617300,38901700,4.97097346420011,2.31352840197916
tall,48425,186000,5017500,62617300,38901700,2.38625888182414,1.25475056745207
tan,15060,75800,5074300,62617300,38901700,3.12693228716207,1.64474797844646
taped,5400,14500,708250,62617300,38901700,1.66820141587897,0.738293487911396
tapered,1000,9100,363160,62617300,38901700,5.65347707422709,2.49913844537126
tasteful,1800,12600,344970,62617300,38901700,4.34882851863622,2.12062682211753
tasty,15600,58400,901250,62617300,38901700,2.32574711985673,1.2176942400777
technical,113900,505500,23471900,62617300,38901700,2.75722164325926,1.46321524514219
tedious,5600,13000,510900,62617300,38901700,1.44221353934365,0.52828479103078
teen,438610,474400,15523700,62617300,38901700,0.671955316386189,-0.573562794876473
teenage,83950,49400,2650300,62617300,38901700,0.365578369472695,-1.45174738329242
teeny,5800,7500,777600,62617300,38901700,0.803355021915559,-0.315890404571761
tempting,10300,15000,532000,62617300,38901700,0.904749345069949,-0.144409936627407
tender,22370,67700,2455400,62617300,38901700,1.88016917243548,0.91086247746317
terminal,51405,92100,4602069,62617300,38901700,1.11308546018702,0.154564363798297
terrestrial,2900,7600,703170,62617300,38901700,1.62813284441553,0.703218418375943
terrific,23300,68100,1394000,62617300,38901700,1.81578922206699,0.860596743417721
test-driven,50,330,10400,62617300,38901700,4.10032403185701,2.03573792453102
thermal,18800,91900,2688600,62617300,38901700,3.03690988497469,1.60260409967133
thick,37700,166500,5185300,62617300,38901700,2.74376638254237,1.45615764874989
thin,44000,158300,5198870,62617300,38901700,2.23512842370167,1.16035772667245
third,180000,435800,25515000,62617300,38901700,1.50414243525529,0.5889411899588
thirsty,4640,11300,430300,62617300,38901700,1.5129852912743,0.597397962234908
thong-wearing,12,20,4700,62617300,38901700,1.03543536158005,0.050237494226136
thorough,11500,82400,2388700,62617300,38901700,4.45147167621894,2.15428237629877
thoughtful,6900,46100,1005900,62617300,38901700,4.15074523207308,2.0533703837111
thrilling,2800,9700,458500,62617300,38901700,2.15222635871282,1.10582982018945
throw-back,255,820,26000,62617300,38901700,1.99778116822504,0.998398562706518
tight,104600,324300,6618300,62617300,38901700,1.92614734853008,0.945718072268795
tight-fitting,620,2800,103000,62617300,38901700,2.80569581847498,1.48835860661802
tiny,60600,131400,5386000,62617300,38901700,1.34709115358039,0.429847476909309
token,9800,30700,1229000,62617300,38901700,1.9461958530923,0.960656901314901
toll-free,6700,32700,10995000,62617300,38901700,3.03212564092547,1.60032953510024
top,380300,1470100,59888000,62617300,38901700,2.40156748628794,1.26397635022219
top-end,1400,9000,196740,62617300,38901700,3.99382210895163,1.997770074332
topiary,130,740,56500,62617300,38901700,3.53641000416572,1.82228554754779
top-notch,3200,28400,514700,62617300,38901700,5.51369330041378,2.46301901956461
top-quality,3010,42400,1402600,62617300,38901700,8.75132079687593,3.12950077275079
top-rack,10,200,11000,62617300,38901700,12.4252243389606,3.63519999494729
top-rate,150,1000,36000,62617300,38901700,4.14174144632021,2.05023749422614
top-to-bottom,1300,5900,334600,62617300,38901700,2.81957013845645,1.49547523128068
tortured,10800,8300,676000,62617300,38901700,0.477450750061913,-1.06657617075661
touchy,2300,4700,128400,62617300,38901700,1.26953379115467,0.344298795680555
tough,62100,195200,4596000,62617300,38901700,1.95282108773359,0.965559779402335
traditional,69070,290000,12717220,62617300,38901700,2.60845161307267,1.38319367153795
traditional-looking,5,110,4400,62617300,38901700,13.6677467728567,3.77270351869723
trance-like,120,370,49000,62617300,38901700,1.9155554189231,0.937762764967724
tranquil,1000,10400,465400,62617300,38901700,6.46111665625953,2.69178352331366
translatable,115,330,19100,62617300,38901700,1.78274957906827,0.834104063361371
translucent,1200,8500,381200,62617300,38901700,4.40060028671523,2.13770033547648
tremendous,17800,73900,3121600,62617300,38901700,2.5792811198011,1.36696902323968
trendy,2800,17700,588500,62617300,38901700,3.92725840713577,1.97352252808532
trite,2000,3500,103100,62617300,38901700,1.08720712965906,0.120626822117534
triumphant,1800,5100,293800,62617300,38901700,1.76024011468609,0.815772240589113
trivial,9600,18900,1113300,62617300,38901700,1.22310802086644,0.290551823559846
tropical,12500,92200,3727200,62617300,38901700,4.58242273620868,2.19611055582718
troublesome,5020,7800,369000,62617300,38901700,0.965306273345548,-0.0509413401412313
trusty,1900,6500,200900,62617300,38901700,2.125367321138,1.0877121996448
turbulent,2600,6400,446200,62617300,38901700,1.52925838017977,0.612832181918838
turquoise,1600,10500,614200,62617300,38901700,4.07702673622146,2.02751741772605
twin,20600,125800,5366300,62617300,38901700,3.79391558699332,1.923687579756
twisty,830,3900,70600,62617300,38901700,2.91917921216545,1.54556278246262
two-door,130,1300,46400,62617300,38901700,6.21261216948032,2.63519999494729
two-floor,20,290,13400,62617300,38901700,9.00828764574646,3.1712528951875
two-line,280,4900,142700,62617300,38901700,10.8720712965906,3.4425549170049
two-stage,600,2900,172200,62617300,38901700,3.00276254858215,1.58629039446635
two-tier,710,1400,101100,62617300,38901700,1.2250221179257,0.292807797500214
two-tone,530,4300,225200,62617300,38901700,5.04042119410667,2.33354429508619
typical,58600,165200,7744000,62617300,38901700,1.75140534197636,0.808513017057128
ubiquitous,2800,8100,534000,62617300,38901700,1.79721994902824,0.845766980886951
ugly,190300,199200,2261700,62617300,38901700,0.65031652346846,-0.620786014146011
ultimate,50200,138500,8700000,62617300,38901700,1.714037421261,0.777398607045709
unable,88600,141700,7091000,62617300,38901700,0.993597228459776,-0.00926694557706971
unabridged,760,2500,185500,62617300,38901700,2.04362242417116,1.03112867127843
unattended,2100,3800,397000,62617300,38901700,1.1241869640012,0.168881990724755
unattractive,5200,4440,214700,62617300,38901700,0.530461500624858,-0.914680046618419
unavailable,28025,12700,1779600,62617300,38901700,0.281534967180732,-1.82861397597333
unbalanced,7200,6300,302000,62617300,38901700,0.543603564829528,-0.879373177882466
unbelievable,15000,32500,1170500,62617300,38901700,1.34606597005407,0.428749117479866
unbidden,310,480,31000,62617300,38901700,0.961952852048566,-0.0559619096057889
unborn,4200,4400,277200,62617300,38901700,0.650845084421748,-0.619613904081533
uncaring,2240,1400,69250,62617300,38901700,0.38828826059252,-1.36480000505271
unchanged,7700,13300,1217300,62617300,38901700,1.0730875565466,0.101767794866218
uncharacteristic,985,1200,54800,62617300,38901700,0.756866457195572,-0.401889323787928
uncluttered,310,3900,77000,62617300,38901700,7.8158669228946,2.96640590342267
uncoated,340,1800,66500,62617300,38901700,3.28902997207782,1.71766215513927
uncomfortable,26100,31400,1309000,62617300,38901700,0.747417709278475,-0.420013347618328
undamaged,510,4300,110000,62617300,38901700,5.23808477034615,2.38903940767789
undeniable,2400,5100,217100,62617300,38901700,1.32018008601457,0.400734741310269
undercover,4890,6700,419900,62617300,38901700,0.851216800317344,-0.232401469547169
underground,22300,64200,5205000,62617300,38901700,1.78856368287281,0.838801487261928
underpaid,1800,1700,83200,62617300,38901700,0.586746704895364,-0.769190260132043
undying,800,2100,207000,62617300,38901700,1.63081069448858,0.70558932283869
uneasy,5100,6500,356700,62617300,38901700,0.791803511796511,-0.336785628883111
unedited,950,1700,157000,62617300,38901700,1.11173059874911,0.152807227866684
unethical,8250,4800,243000,62617300,38901700,0.361461071678855,-1.46808781346473
uneven,11640,16200,530000,62617300,38901700,0.864641899876127,-0.209825345076367
unexpected,30100,48100,2103900,62617300,38901700,0.992779552664463,-0.0104546929297302
unexplained,3750,3900,315000,62617300,38901700,0.646111665625953,-0.630144571573703
unfair,33900,24600,1383000,62617300,38901700,0.450826723802997,-1.14935505773717
unfamiliar,10800,16500,866200,62617300,38901700,0.949149081448382,-0.0752933878577227
unfavorable,7200,5300,241000,62617300,38901700,0.457317284697857,-1.12873264681918
unfinished,4300,11300,714500,62617300,38901700,1.63261668639832,0.70718610777302
unforgettable,2900,14100,689500,62617300,38901700,3.0206148824025,1.59484225733115
unfortunate,1174000,34500,1174100,62617300,38901700,0.0182568245184899,-5.77542033627195
unhappy,29200,23000,923000,62617300,38901700,0.489349588691943,-1.03106260787571
unhealthy,16600,14100,421700,62617300,38901700,0.527697780660678,-0.922216178888201
unheard,3080,5800,310260,62617300,38901700,1.16990748646058,0.226394449379963
unidentifiable,410,480,39400,62617300,38901700,0.727330205207452,-0.459317603836997
unimaginative,1300,1300,41700,62617300,38901700,0.621261216948032,-0.68672809994007
unimportant,4300,6700,268600,62617300,38901700,0.968011663616701,-0.0469036641843955
unimpressed,1010,1800,72340,62617300,38901700,1.10719820842224,0.14691351363781
unimpressive,870,1400,39000,62617300,38901700,0.999730693939362,-0.000388578843831787
uninspired,2100,2500,63500,62617300,38901700,0.739596686842895,-0.435189332944106
un-installed,15,30,3800,62617300,38901700,1.24252243389606,0.31327190005993
unintended,11900,7900,347400,62617300,38901700,0.412433917133567,-1.27776511507091
uninteresting,2900,3200,109000,62617300,38901700,0.685529618701277,-0.544709095067642
uninvited,2500,1500,78400,62617300,38901700,0.372756730168819,-1.42369369410628
unique,87700,413800,22730000,62617300,38901700,2.93133285716187,1.55155679747521
universal,38300,109000,6724000,62617300,38901700,1.76808022577899,0.822183737799262
unknown,62900,199600,9793900,62617300,38901700,1.97144258987007,0.979251698517901
unlikely,32600,50900,2835000,62617300,38901700,0.970006010510884,-0.0439344080954523
unlistenable,430,390,8700,62617300,38901700,0.563469475836587,-0.827590635779919
unmeasurable,100,270,12500,62617300,38901700,1.67740528575969,0.746231307336036
unmotivated,1400,930,34300,62617300,38901700,0.412694951258335,-1.27685230577701
unmoving,350,490,40000,62617300,38901700,0.869765703727245,-0.201301272769828
unnecessary,29000,45800,2220000,62617300,38901700,0.981164266766202,-0.0274334018580605
unparalleled,1200,24600,698600,62617300,38901700,12.7358549474347,3.67082390467801
unpleasant,20300,18800,690700,62617300,38901700,0.575355215695714,-0.797475165447609
unplugged,2600,5600,326800,62617300,38901700,1.3381010826573,0.420187103976442
unpolished,400,1200,32900,62617300,38901700,1.8637836508441,0.898234400781086
unprepared,4400,3800,256800,62617300,38901700,0.5365437782733,-0.898232205133782
unready,260,180,16500,62617300,38901700,0.430103919425561,-1.21724281663885
unreasonable,9000,11100,668200,62617300,38901700,0.766222167569239,-0.384165329919639
unreleased,2500,6400,239000,62617300,38901700,1.59042871538696,0.669415710285205
unrelenting,1600,2300,136900,62617300,38901700,0.893062999362796,-0.163166143883057
unreliable,55500,9300,599500,62617300,38901700,3.8518195450778,1.94554011555944
unremarkable,1500,2800,78500,62617300,38901700,1.15968760496966,0.213736226509016
unsightly,2300,3200,157000,62617300,38901700,0.864363432275523,-0.210290055997083
un-special,90,190,36800,62617300,38901700,1.3115514580014,0.391274412061203
unspectacular,280,1500,21600,62617300,38901700,3.32818509079303,1.73473566849821
unsuccessful,14400,10900,814800,62617300,38901700,0.470260226717608,-1.08846877660546
unsure,9150,25500,171400,62617300,38901700,1.73138371936337,0.791925498634745
unsuspecting,9600,4970,387780,62617300,38901700,0.321632109190804,-1.6365166539863
untimely,3600,4400,216000,62617300,38901700,0.759319265158706,-0.397221482745085
unusable,5000,3900,227200,62617300,38901700,0.484583749219465,-1.04518207085255
unusual,38800,102300,4776700,62617300,38901700,1.63801604365422,0.711949487618131
unwanted,43000,27800,1621500,62617300,38901700,0.401652600724542,-1.31597987680602
unwarranted,3500,2700,190600,62617300,38901700,0.479258653074196,-1.06112361472157
unwelcome,2830,2800,197600,62617300,38901700,0.614675408994519,-0.702103325826986
unwilling,8800,11200,755970,62617300,38901700,0.790696094297495,-0.338804796519763
unworthy,6500,5000,199600,62617300,38901700,0.477893243806178,-1.0652397231938
unwrapped,420,1600,110250,62617300,38901700,2.36670939789726,1.24288257216853
upbeat,3970,36400,389000,62617300,38901700,5.69619856345299,2.50999943800303
upcoming,16500,72700,6889800,62617300,38901700,2.737314574068,1.45276123973371
upgradable,270,860,70600,62617300,38901700,1.97883202435299,0.98464915259856
uphill,3650,11700,322000,62617300,38901700,1.99144006528547,0.993812060763317
upper,55300,197800,9272000,62617300,38901700,2.22216037454468,1.15196294058433
upper-floor,150,1100,69400,62617300,38901700,4.55591559095223,2.18774101797607
upside-down,8600,12700,673000,62617300,38901700,0.917443890144187,-0.124308167870002
up-side-down,190,260,10000,62617300,38901700,0.850146928455202,-0.234215895242563
urban,121900,96300,6092200,62617300,38901700,0.490791264906444,-1.02681852271682
